contrast_id,parent_id,representative_pattern_id,name,city,centroid_lon,centroid_lat,geographic_stratum,agreement,baseline_agreement,delta,effective_k,boundary_tie_count
topology:number_band:B2,NewTaipei:19048,NewTaipei:19048:161347:0:ae3e91599658f915,597,NewTaipei,121.463909959,25.0669654355,NewTaipei:geo02,0.6,0.2,0.4,10,1
topology:number_band:B2,NewTaipei:19208,NewTaipei:19208:161547:0:52d3f0f213637571,791區,NewTaipei,121.776025159,25.1313196059,NewTaipei:geo06,0.7,0.7,0,10,1
topology:number_band:B2,NewTaipei:19228,NewTaipei:19228:161587:0:89b93829204e9431,731,NewTaipei,121.350117139,24.9508540894,NewTaipei:geo00,0.142658730159,0.1,0.0426587301587,10,504
topology:number_band:B2,NewTaipei:19741,NewTaipei:19741:162446:0:da3b541807f065b0,629區,NewTaipei,121.655705183,25.068147997,NewTaipei:geo05,0.4,0.3,0.1,10,1
topology:number_band:B2,NewTaipei:19747,NewTaipei:19747:162455:0:40a81dbee223496c,177瑞芳觀光公車,NewTaipei,121.829970789,25.1194439089,NewTaipei:geo06,0.1,0,0.1,10,1
topology:number_band:B2,NewTaipei:19748,NewTaipei:19748:162457:0:e3e5aeec79112c69,179,NewTaipei,121.835786767,25.1092181055,NewTaipei:geo06,0.1,0,0.1,10,1
topology:number_band:B2,NewTaipei:19760,NewTaipei:19760:162483:0:83cc4253a759a064,640A,NewTaipei,121.469171272,25.0689154287,NewTaipei:geo02,0.3,0.1,0.2,10,2
topology:number_band:B2,NewTaipei:19781,NewTaipei:19781:162558:0:8d27e451ffdaa616,989,NewTaipei,121.333152014,25.1330430516,NewTaipei:geo01,0.4,0.9,-0.5,10,1
topology:number_band:B2,NewTaipei:19782,NewTaipei:19782:162560:0:a8c167835fcde402,990,NewTaipei,121.328126424,25.1271908515,NewTaipei:geo01,0.2,0.9,-0.7,10,1
topology:number_band:B2,NewTaipei:19783,NewTaipei:19783:162587:1:d67181ca138d2558,988,NewTaipei,121.438952378,25.1131695323,NewTaipei:geo01,0.5,0.6,-0.1,10,1
topology:number_band:B2,NewTaipei:19784,NewTaipei:19784:162562:0:cca31897f7014ad8,115,NewTaipei,121.421274762,25.1705787061,NewTaipei:geo03,0.1,0.1,0,10,2
topology:number_band:B2,NewTaipei:5413,NewTaipei:5413:158443:0:8b6da1fc1a004b4e,896,NewTaipei,121.631801359,25.0750666659,NewTaipei:geo05,0.2,0.1,0.1,10,1
topology:number_band:B2,NewTaipei:5415,NewTaipei:5415:5415:0:8307e7c866825135,629,NewTaipei,121.632420185,25.0639396395,NewTaipei:geo05,0.5,0.3,0.2,10,1
topology:number_band:B2,NewTaipei:5416,NewTaipei:5416:5416:0:775cbee8c0942a7f,678,NewTaipei,121.626400309,25.0584041995,NewTaipei:geo05,0.6,0.5,0.1,10,1
topology:number_band:B2,Taipei:10132,Taipei:10132:101320:0:24e17ca5b10c60be,234,Taipei,121.468965115,25.0139568873,Taipei:geo00,0.4,0.3,0.1,10,1
topology:number_band:B2,Taipei:10181,Taipei:10181:101810:0:d58b4473612674b4,205,Taipei,121.558865766,25.0445582455,Taipei:geo04,0.6,0.6,0,10,1
topology:number_band:B2,Taipei:10221,Taipei:10221:102210:0:d35ada72b6c3c3e4,618,Taipei,121.471099301,25.0508655995,Taipei:geo00,0.3,0.3,0,10,1
topology:number_band:B2,Taipei:10262,Taipei:10262:102620:0:2a66819b15e37157,2,Taipei,121.502890332,25.0801243263,Taipei:geo01,0.2,0,0.2,10,1
topology:number_band:B2,Taipei:10263,Taipei:10263:102630:0:d05146402a55bf9b,536,Taipei,121.510829596,25.109772511,Taipei:geo02,0.3,0.2,0.1,10,3
topology:number_band:B2,Taipei:10272,Taipei:10272:102720:0:695c26464545d24d,303,Taipei,121.550733496,25.1227791687,Taipei:geo02,0.1,0.1,0,10,1
topology:number_band:B2,Taipei:10273,Taipei:10273:102760:0:89d3e234c2542bdb,303區,Taipei,121.54913587,25.1224861384,Taipei:geo02,0.1,0.1,0,10,1
topology:number_band:B2,Taipei:10277,Taipei:10277:160608:0:328964062436da51,542,Taipei,121.529995384,25.0667610876,Taipei:geo05,0.1,0.5,-0.4,10,2
topology:number_band:B2,Taipei:10278,Taipei:10278:102780:0:e7811cce6796ef0d,669,Taipei,121.528133072,25.0584255548,Taipei:geo04,0,0,0,10,1
topology:number_band:B2,Taipei:10282,Taipei:10282:102820:0:74997e358c4798d4,663,Taipei,121.4871385,25.0344280868,Taipei:geo00,0.4,0.2,0.2,10,1
topology:number_band:B2,Taipei:10283,Taipei:10283:10283:0:e3f2aff737d5d11f,235,Taipei,121.485909521,25.0328264048,Taipei:geo00,0,0.1,-0.1,10,1
topology:number_band:B2,Taipei:10326,Taipei:10326:103260:0:8a5722081046cb8e,648,Taipei,121.519562681,24.9826100421,Taipei:geo03,0.2,0.2,0,10,1
topology:number_band:B2,Taipei:10328,Taipei:10328:10328:0:042590a972369300,643,Taipei,121.526124074,24.9974541826,Taipei:geo03,0.1,0.3,-0.2,10,1
topology:number_band:B2,Taipei:10331,Taipei:10331:103310:0:79308cc031dc6077,647,Taipei,121.559652479,24.9910784916,Taipei:geo06,0.4,0.2,0.2,10,1
topology:number_band:B2,Taipei:10333,Taipei:10333:10333:0:d6eb83fa628de0c1,644,Taipei,121.533821841,24.9923485847,Taipei:geo03,0.3,0.2,0.1,10,1
topology:number_band:B2,Taipei:10414,Taipei:10414:104140:0:b4792d0077a0189f,261,Taipei,121.493591468,25.0671230686,Taipei:geo01,0.5,0.8,-0.3,10,1
topology:number_band:B2,Taipei:10415,Taipei:10415:104150:0:685deccacbf6d9be,221,Taipei,121.492613593,25.0718835342,Taipei:geo01,0.6,0.7,-0.1,10,1
topology:number_band:B2,Taipei:10416,Taipei:10416:104160:0:e9f46d0097faf371,232,Taipei,121.485033152,25.0649361509,Taipei:geo01,0.4,0.3,0.1,10,1
topology:number_band:B2,Taipei:10419,Taipei:10419:104190:0:11b198a7b89f987c,232快,Taipei,121.524527256,25.0627015995,Taipei:geo01,0.4,0.7,-0.3,10,1
topology:number_band:B2,Taipei:10422,Taipei:10422:104220:0:2314d5369d761838,617,Taipei,121.518209013,25.0634991998,Taipei:geo01,0.4,0.6,-0.2,10,1
topology:number_band:B2,Taipei:10423,Taipei:10423:104230:0:7efb20569becc3e2,622,Taipei,121.472205479,25.0515344006,Taipei:geo00,0.4,0.4,0,10,1
topology:number_band:B2,Taipei:10441,Taipei:10441:104410:0:5207d6616568bc27,508,Taipei,121.482861876,25.0942260604,Taipei:geo01,0.5,0.1,0.4,10,1
topology:number_band:B2,Taipei:10442,Taipei:10442:104420:1:627c1c72d9649e8a,508區,Taipei,121.506835788,25.0991765475,Taipei:geo01,0.3,0.1,0.2,10,1
topology:number_band:B2,Taipei:10443,Taipei:10443:10443:0:4de742b9579a5424,225,Taipei,121.506188321,25.0715213518,Taipei:geo01,0.4,0.9,-0.5,10,1
topology:number_band:B2,Taipei:10452,Taipei:10452:104520:0:ee0b811a8241807f,641,Taipei,121.452194043,25.0823498138,Taipei:geo01,0.4,0.2,0.2,10,1
topology:number_band:B2,Taipei:10461,Taipei:10461:104610:0:e2717ca2edd4cda8,645,Taipei,121.570491747,25.081971432,Taipei:geo05,0.3,0.4,-0.1,10,2
topology:number_band:B2,Taipei:10462,Taipei:10462:104620:0:93815760269fc57f,645副,Taipei,121.572067838,25.0801071281,Taipei:geo05,0.4,0.6,-0.2,10,1
topology:number_band:B2,Taipei:10471,Taipei:10471:104710:0:f0cbbf5660129175,615,Taipei,121.462183322,25.0456193955,Taipei:geo00,0.5,0.4,0.1,10,1
topology:number_band:B2,Taipei:10472,Taipei:10472:104720:0:d00d2157ded92959,111,Taipei,121.506095371,25.0823629788,Taipei:geo01,0.1,0.1,0,10,1
topology:number_band:B2,Taipei:10473,Taipei:10473:104730:0:4cb026f86ec8e8ab,306,Taipei,121.542862659,25.0583675941,Taipei:geo04,0.1,0,0.1,10,2
topology:number_band:B2,Taipei:10481,Taipei:10481:104810:0:a019c982a972ee83,265經中央路,Taipei,121.47922944,25.0167721033,Taipei:geo00,0.5,0.5,0,10,1
topology:number_band:B2,Taipei:10482,Taipei:10482:104820:0:61bdaf3964dd50c8,265區,Taipei,121.488180093,25.0241672765,Taipei:geo00,0.5,0.3,0.2,10,1
topology:number_band:B2,Taipei:10712,Taipei:10712:10712:0:b906d07ec155b069,251,Taipei,121.558219283,25.004102828,Taipei:geo06,0.3,0.5,-0.2,10,1
topology:number_band:B2,Taipei:10723,Taipei:10723:10723:0:899fb9c50aa46d61,1,Taipei,121.531620773,25.0257779996,Taipei:geo03,0.3,0.6,-0.3,10,1
topology:number_band:B2,Taipei:10724,Taipei:10724:107240:0:d17316ca9a33713b,907,Taipei,121.58080818,25.0293309543,Taipei:geo07,0.2,0.1,0.1,10,1
topology:number_band:B2,Taipei:10725,Taipei:10725:107250:0:dab767f62e5d7354,568,Taipei,121.523491632,25.0280553638,Taipei:geo03,0,0,0,10,1
topology:number_band:B2,Taipei:10726,Taipei:10726:10726:0:bde8150189492755,18,Taipei,121.520515018,25.0334164984,Taipei:geo03,0.2,0.6,-0.4,10,1
topology:number_band:B2,Taipei:10735,Taipei:10735:10735:0:23df60494326585b,253,Taipei,121.541305654,25.0110584527,Taipei:geo03,0.2,0.5,-0.3,10,1
topology:number_band:B2,Taipei:10736,Taipei:10736:10736:0:ca36e679cf9dcbb1,671,Taipei,121.532579559,25.010510912,Taipei:geo03,0.4,0.3,0.1,10,1
topology:number_band:B2,Taipei:10745,Taipei:10745:107450:0:674bf8f35b53b901,237,Taipei,121.562878839,24.9984476909,Taipei:geo06,0.7,0.2,0.5,10,1
topology:number_band:B2,Taipei:10746,Taipei:10746:10746:0:a60801602a2d64e2,252,Taipei,121.543942848,25.0047102123,Taipei:geo06,0.4,0.3,0.1,10,1
topology:number_band:B2,Taipei:10747,Taipei:10747:107470:0:2dbdf54ee140aaf9,294,Taipei,121.561618983,25.0042654452,Taipei:geo06,0.5,0.4,0.1,10,1
topology:number_band:B2,Taipei:10748,Taipei:10748:107480:0:6c8414b48d0bb33b,295,Taipei,121.552649727,25.0068518239,Taipei:geo06,0.5,0.5,0,10,1
topology:number_band:B2,Taipei:10752,Taipei:10752:107520:0:afd45a0fa00cb2af,278,Taipei,121.555106132,25.0404863194,Taipei:geo04,0.1,0.6,-0.5,10,1
topology:number_band:B2,Taipei:10754,Taipei:10754:10754:0:3ae458799022da09,915,Taipei,121.565339646,25.0071315706,Taipei:geo06,0.1,0,0.1,10,1
topology:number_band:B2,Taipei:10763,Taipei:10763:107660:1:aac9043a6188750d,903,Taipei,121.580913681,25.0641384025,Taipei:geo07,0.1,0,0.1,10,2
topology:number_band:B2,Taipei:10764,Taipei:10764:107640:0:3a08224a7685d2ec,531,Taipei,121.594413773,25.0657145335,Taipei:geo07,0,0.3,-0.3,10,1
topology:number_band:B2,Taipei:10765,Taipei:10765:107650:0:235d03681bd9a989,646,Taipei,121.572954796,25.0781292183,Taipei:geo05,0,0.1,-0.1,10,1
topology:number_band:B2,Taipei:10767,Taipei:10767:107670:0:d27df52d1b47b037,53,Taipei,121.593908288,25.0606599848,Taipei:geo07,0,0,0,10,2
topology:number_band:B2,Taipei:10771,Taipei:10771:107710:0:3f902f969a08fe2d,670,Taipei,121.511787226,25.012231916,Taipei:geo03,0.2,0.1,0.1,10,1
topology:number_band:B2,Taipei:10782,Taipei:10782:107820:0:33c6d99bbbc83e92,673,Taipei,121.52749424,25.0145752257,Taipei:geo03,0.2,0.1,0.1,10,1
topology:number_band:B2,Taipei:10783,Taipei:10783:10783:0:59891ffabd6a1ec0,254,Taipei,121.540467496,25.0183937683,Taipei:geo03,0.5,0.5,0,10,1
topology:number_band:B2,Taipei:10785,Taipei:10785:107850:0:e696923ee13aca22,672,Taipei,121.531863095,25.0227133145,Taipei:geo03,0.2,0.2,0,10,2
topology:number_band:B2,Taipei:10792,Taipei:10792:10792:0:5755ec0d6d231ca3,52,Taipei,121.537179883,25.0342111571,Taipei:geo04,0.1,0.7,-0.6,10,1
topology:number_band:B2,Taipei:10811,Taipei:10811:10811:0:f6f563c0e8cd9592,685,Taipei,121.536492255,25.0699972626,Taipei:geo05,0.3,0,0.3,10,1
topology:number_band:B2,Taipei:10822,Taipei:10822:108220:0:80fe97914c917573,108,Taipei,121.5474724,25.1736041595,Taipei:geo02,0.205566600398,0.3,-0.0944333996024,10,503
topology:number_band:B2,Taipei:10823,Taipei:10823:155895:0:56a0ce291e1bf327,260,Taipei,121.530798518,25.090427868,Taipei:geo05,0.5,0.3,0.2,10,1
topology:number_band:B2,Taipei:10824,Taipei:10824:108240:0:f1420d6ea2f479b5,260區,Taipei,121.537332827,25.1091127702,Taipei:geo05,0.4,0.4,0,10,1
topology:number_band:B2,Taipei:10832,Taipei:10832:10832:0:524dd15a319f9ec9,22,Taipei,121.543476381,25.0348902137,Taipei:geo04,0.8,1,-0.2,10,1
topology:number_band:B2,Taipei:10841,Taipei:10841:108410:0:f64aae48aaf5ceb2,0東,Taipei,121.560976536,25.0564518044,Taipei:geo04,0.4,0,0.4,10,1
topology:number_band:B2,Taipei:10842,Taipei:10842:108420:0:501343704a60f845,222,Taipei,121.553954263,25.068718245,Taipei:geo05,0.7,0.4,0.3,10,1
topology:number_band:B2,Taipei:10844,Taipei:10844:108440:0:22e6e579e1d0fb30,652,Taipei,121.514866235,25.056960295,Taipei:geo01,0.4,0.5,-0.1,10,1
topology:number_band:B2,Taipei:10845,Taipei:10845:108450:0:289aff6cd52b2de1,286,Taipei,121.584855791,25.0403301834,Taipei:geo07,0.3,0.3,0,10,1
topology:number_band:B2,Taipei:10846,Taipei:10846:108460:0:b8409cbffd3eb86e,286副,Taipei,121.566421606,25.064710942,Taipei:geo07,0.7,0.4,0.3,10,1
topology:number_band:B2,Taipei:10847,Taipei:10847:108470:0:2c3eb79b4a2bd2eb,63,Taipei,121.553667296,25.058521892,Taipei:geo04,0.35,0.6,-0.25,10,2
topology:number_band:B2,Taipei:10848,Taipei:10848:108480:0:d140693380f98b73,505,Taipei,121.545218896,25.0407211577,Taipei:geo04,0.1,0,0.1,10,1
topology:number_band:B2,Taipei:10853,Taipei:10853:108530:0:eb465fafc2ec8e29,287區,Taipei,121.568652176,25.0770943964,Taipei:geo05,0.6,0.4,0.2,10,1
topology:number_band:B2,Taipei:10856,Taipei:10856:108560:0:5ab0c3925666bd5c,281,Taipei,121.594829718,25.053109424,Taipei:geo07,0.3,0.1,0.2,10,1
topology:number_band:B2,Taipei:10861,Taipei:10861:160877:0:df9b0d77c6350c0a,630,Taipei,121.561098562,25.0552156213,Taipei:geo04,0.4,0.2,0.2,10,2
topology:number_band:B2,Taipei:10862,Taipei:10862:108620:0:f08b81d2b9bcd67f,38,Taipei,121.513849804,25.0314772645,Taipei:geo03,0.2,0.4,-0.2,10,1
topology:number_band:B2,Taipei:10863,Taipei:10863:108630:0:14b089728923fabf,38區,Taipei,121.496280323,25.0282713629,Taipei:geo00,0.1,0,0.1,10,1
topology:number_band:B2,Taipei:10864,Taipei:10864:108640:0:c6d458cf6b4fa617,12,Taipei,121.525214792,25.0453969756,Taipei:geo04,0.1,0.6,-0.5,10,1
topology:number_band:B2,Taipei:10872,Taipei:10872:108720:0:529081dcec2553bd,46,Taipei,121.559302432,25.0443233518,Taipei:geo04,0.1,0.4,-0.3,10,1
topology:number_band:B2,Taipei:10873,Taipei:10873:10873:0:892bd51eda3aab42,20,Taipei,121.531898857,25.0333809037,Taipei:geo04,0.6,0.4,0.2,10,1
topology:number_band:B2,Taipei:10874,Taipei:10874:10874:0:ec3ce8127d3a9bba,277,Taipei,121.539169372,25.0710394805,Taipei:geo05,0.4,0.6,-0.2,10,1
topology:number_band:B2,Taipei:10882,Taipei:10882:10882:0:6b51f7fa269eea85,9,Taipei,121.509863236,25.0625644245,Taipei:geo01,0.2,0.4,-0.2,10,1
topology:number_band:B2,Taipei:10891,Taipei:10891:108910:0:b850fd33142b7383,14,Taipei,121.479814079,25.070210838,Taipei:geo01,0,0,0,10,1
topology:number_band:B2,Taipei:10893,Taipei:10893:10893:0:402fec9f29d4b444,274,Taipei,121.494995771,25.065218499,Taipei:geo01,0.4,0.2,0.2,10,1
topology:number_band:B2,Taipei:10911,Taipei:10911:10911:0:9bb8705b5083c555,212直,Taipei,121.559126836,25.04292813,Taipei:geo04,0.6,0.7,-0.1,10,1
topology:number_band:B2,Taipei:10912,Taipei:10912:10912:0:272f14a3bda8768b,212,Taipei,121.561637237,25.0442900324,Taipei:geo04,0.6,0.8,-0.2,10,1
topology:number_band:B2,Taipei:10942,Taipei:10942:10942:0:b54f65799683317c,257,Taipei,121.522645389,25.0450721853,Taipei:geo04,0.3,0.3,0,10,1
topology:number_band:B2,Taipei:10961,Taipei:10961:109610:0:67503cb6621dd34d,262,Taipei,121.506598421,25.0165114144,Taipei:geo03,0.4,0.3,0.1,10,1
topology:number_band:B2,Taipei:10962,Taipei:10962:108570:0:8af36220b68500b6,262區,Taipei,121.526846044,25.0307548212,Taipei:geo03,0.4,0.3,0.1,10,2
topology:number_band:B2,Taipei:10971,Taipei:10971:109710:0:606827d549721353,88,Taipei,121.564475601,25.0390540311,Taipei:geo04,0.6,0.5,0.1,10,1
topology:number_band:B2,Taipei:11023,Taipei:11023:110230:0:507da332d8fe0560,298,Taipei,121.551944691,25.01562677,Taipei:geo06,0.4,0.5,-0.1,10,1
topology:number_band:B2,Taipei:11041,Taipei:11041:110410:0:bcda8ba05cd856a0,297,Taipei,121.516061886,25.0197762958,Taipei:geo03,0.45,0.4,0.05,10,2
topology:number_band:B2,Taipei:11056,Taipei:11056:110560:0:ea860b74f7d06dbd,552,Taipei,121.576836842,25.0703804194,Taipei:geo07,0.2,0.3,-0.1,10,1
topology:number_band:B2,Taipei:11066,Taipei:11066:110660:0:9ea76b5999123323,32,Taipei,121.579677941,25.0405731258,Taipei:geo07,0.4,0.5,-0.1,10,1
topology:number_band:B2,Taipei:11091,Taipei:11091:11091:0:a87d0cd5412f15f9,37,Taipei,121.550841297,25.0346072848,Taipei:geo04,0.4,0.6,-0.2,10,1
topology:number_band:B2,Taipei:11093,Taipei:11093:11093:0:429de28c4adfcde4,612,Taipei,121.539784138,25.0807861214,Taipei:geo05,0,0.2,-0.2,10,1
topology:number_band:B2,Taipei:11114,Taipei:11114:157815:0:e91ee132a4d04cf7,551,Taipei,121.590677155,25.0694135858,Taipei:geo07,0.2,0.1,0.1,10,1
topology:number_band:B2,Taipei:11123,Taipei:11123:111230:0:f13a4c53a3da600b,550,Taipei,121.493566935,25.1222377507,Taipei:geo02,0,0.4,-0.4,10,2
topology:number_band:B2,Taipei:11124,Taipei:11124:111240:0:28cc483d28626ee7,223,Taipei,121.50139659,25.0958958812,Taipei:geo01,0.3,0.1,0.2,10,1
topology:number_band:B2,Taipei:11125,Taipei:11125:111250:0:ba80098fb910d9cc,302,Taipei,121.501025756,25.0980089212,Taipei:geo01,0.3,0,0.3,10,1
topology:number_band:B2,Taipei:11141,Taipei:11141:162592:1:09dbf276c85bc79c,216,Taipei,121.506180913,25.1287866952,Taipei:geo02,0.5,0,0.5,10,1
topology:number_band:B2,Taipei:11151,Taipei:11151:111510:0:cf88dc13aa1a80ff,230,Taipei,121.524930842,25.1430077006,Taipei:geo02,0.5,0.1,0.4,10,1
topology:number_band:B2,Taipei:11156,Taipei:11156:111560:0:87465040c3d83540,218,Taipei,121.513432957,25.0903058443,Taipei:geo01,0.5,0.6,-0.1,10,1
topology:number_band:B2,Taipei:11157,Taipei:11157:111570:0:0f9cbcf9ac4cb085,218直,Taipei,121.511789549,25.0892812178,Taipei:geo01,0.4,0.6,-0.2,10,1
topology:number_band:B2,Taipei:11158,Taipei:11158:111580:0:54b3f52754974cd7,218區,Taipei,121.500166272,25.1371744473,Taipei:geo02,0.5,0.1,0.4,10,1
topology:number_band:B2,Taipei:11161,Taipei:11161:111610:0:e5537f4f27bcd906,529,Taipei,121.520996374,25.0912505865,Taipei:geo01,0,0.3,-0.3,10,1
topology:number_band:B2,Taipei:11165,Taipei:11165:111650:0:153b259eb851cbab,288,Taipei,121.53497517,25.0577119894,Taipei:geo04,0.425,0.6,-0.175,10,4
topology:number_band:B2,Taipei:11171,Taipei:11171:111710:0:72eaa3754b09f69d,265經明德路,Taipei,121.478625262,25.0158710158,Taipei:geo00,0.5,0.4,0.1,10,1
topology:number_band:B2,Taipei:11203,Taipei:11203:112030:0:f22278cb33fecf20,26,Taipei,121.520092244,25.0756005167,Taipei:geo01,0.2,0.5,-0.3,10,2
topology:number_band:B2,Taipei:11204,Taipei:11204:112040:0:68756463d5503359,68,Taipei,121.516241914,25.0954587717,Taipei:geo01,0.1,0.2,-0.1,10,1
topology:number_band:B2,Taipei:11212,Taipei:11212:11212:0:5aa6fae8b62b52dc,204,Taipei,121.542928085,25.0418448626,Taipei:geo04,0.3,0.7,-0.4,10,1
topology:number_band:B2,Taipei:11221,Taipei:11221:11221:0:a987be235cb835de,284,Taipei,121.580570576,25.0489796927,Taipei:geo07,0.3,0.1,0.2,10,1
topology:number_band:B2,Taipei:11231,Taipei:11231:112310:0:fa84cd9d8232533d,621,Taipei,121.492769797,25.0535377566,Taipei:geo00,0.2,0.1,0.1,10,1
topology:number_band:B2,Taipei:11232,Taipei:11232:112320:0:f4a0ca897950e01c,211,Taipei,121.514666093,25.0516099291,Taipei:geo01,0.7,0.7,0,10,2
topology:number_band:B2,Taipei:11241,Taipei:11241:112410:0:ec95478544b114b3,662,Taipei,121.494901214,25.0609049058,Taipei:geo01,0,0,0,10,2
topology:number_band:B2,Taipei:11242,Taipei:11242:112420:0:6c1b47e60ec0e337,539,Taipei,121.502623623,25.0699713552,Taipei:geo01,0.1,0.2,-0.1,10,1
topology:number_band:B2,Taipei:11243,Taipei:11243:112430:0:c111e6670505c489,39,Taipei,121.494017447,25.0663012198,Taipei:geo01,0.2,0.3,-0.1,10,2
topology:number_band:B2,Taipei:11245,Taipei:11245:11245:0:b9e3d5eea8564d97,226,Taipei,121.524016664,25.0546066101,Taipei:geo04,0.3,0.7,-0.4,10,1
topology:number_band:B2,Taipei:11246,Taipei:11246:11246:0:12c8e0aa6465e931,292,Taipei,121.52277138,25.0510297528,Taipei:geo04,0.4,0.7,-0.3,10,1
topology:number_band:B2,Taipei:11252,Taipei:11252:112520:0:81cc06d709dde6ca,255,Taipei,121.536471421,25.0919573747,Taipei:geo05,0.4,0.6,-0.2,10,1
topology:number_band:B2,Taipei:11253,Taipei:11253:112530:0:9c00088db939f565,255區,Taipei,121.543214326,25.1022425453,Taipei:geo05,0.1,0.4,-0.3,10,1
topology:number_band:B2,Taipei:11411,Taipei:11411:11411:0:703e7728e99377ce,299,Taipei,121.492148277,25.042067583,Taipei:geo00,0.3,0.3,0,10,1
topology:number_band:B2,Taipei:11421,Taipei:11421:11421:0:c4b93705353b70ae,513,Taipei,121.482123382,25.0428022592,Taipei:geo00,0,0.4,-0.4,10,2
topology:number_band:B2,Taipei:11742,Taipei:11742:11742:0:7534e560dbf5e506,611,Taipei,121.565305329,25.007975014,Taipei:geo06,0.1,0.2,-0.1,10,1
topology:number_band:B2,Taipei:11763,Taipei:11763:11763:0:e35f60ddfe29d475,236區,Taipei,121.569908757,25.0000499764,Taipei:geo06,0.4,0.2,0.2,10,1
topology:number_band:B2,Taipei:11764,Taipei:11764:11764:0:0f20d61bcff2850e,251區,Taipei,121.569931389,24.9957269282,Taipei:geo06,0.3,0.3,0,10,1
topology:number_band:B2,Taipei:11811,Taipei:11811:118110:0:e963537f698810b1,0南,Taipei,121.545166838,25.0097025999,Taipei:geo06,0.1,0.3,-0.2,10,1
topology:number_band:B2,Taipei:11813,Taipei:11813:118130:0:3f385d7f0303f9df,109,Taipei,121.541239553,25.0724085112,Taipei:geo05,0.1,0.1,0,10,1
topology:number_band:B2,Taipei:11815,Taipei:11815:118150:0:bae9510228de5abb,606,Taipei,121.534556245,25.0522021885,Taipei:geo04,0.3,0.5,-0.2,10,1
topology:number_band:B2,Taipei:11821,Taipei:11821:162167:0:3df074cf5aa5d41a,33,Taipei,121.558681337,25.0497698252,Taipei:geo04,0.6,0.3,0.3,10,2
topology:number_band:B2,Taipei:11831,Taipei:11831:118310:0:4275ec6e9a212b56,49,Taipei,121.520592168,25.0477670351,Taipei:geo04,0.1,0.8,-0.7,10,1
topology:number_band:B2,Taipei:11834,Taipei:11834:11834:0:9d89a958664b669f,688,Taipei,121.538939474,25.0319678386,Taipei:geo04,0.2,0,0.2,10,1
topology:number_band:B2,Taipei:11841,Taipei:11841:118410:0:77e6d458bda00b57,270,Taipei,121.57009835,25.0423483632,Taipei:geo07,0.6,0.4,0.2,10,1
topology:number_band:B2,Taipei:11842,Taipei:11842:118420:0:9173abf679af0281,270區,Taipei,121.598030821,25.0453276624,Taipei:geo07,0.6,0.1,0.5,10,1
topology:number_band:B2,Taipei:11851,Taipei:11851:118510:0:52700e266ecbbc1b,276,Taipei,121.569966418,25.0488049677,Taipei:geo07,0.3,0.2,0.1,10,1
topology:number_band:B2,Taipei:11853,Taipei:11853:118530:0:064d552ae1a333b2,306區,Taipei,121.568792107,25.0521029913,Taipei:geo07,0,0,0,10,1
topology:number_band:B2,Taipei:11861,Taipei:11861:11861:0:d54713d60f6e6b43,5,Taipei,121.520375355,25.0316259922,Taipei:geo03,0.1,0.4,-0.3,10,1
topology:number_band:B2,Taipei:11871,Taipei:11871:11871:1:c24757a52c7e3e7f,41,Taipei,121.524547152,25.0708118795,Taipei:geo01,0.3,0,0.3,10,1
topology:number_band:B2,Taipei:15111,Taipei:15111:15111:0:4f443c8cd89c3b1a,202,Taipei,121.52055771,25.022326529,Taipei:geo03,0.4,0.5,-0.1,10,1
topology:number_band:B2,Taipei:15112,Taipei:15112:15112:0:3ef3110ee7639ed3,208,Taipei,121.527367732,25.0354026937,Taipei:geo04,0.4,0.4,0,10,1
topology:number_band:B2,Taipei:15113,Taipei:15113:15113:0:21130b6a9ded22f4,208區,Taipei,121.522999052,24.9989440827,Taipei:geo03,0.4,0.5,-0.1,10,1
topology:number_band:B2,Taipei:15141,Taipei:15141:151410:0:a7b89129887cd77e,28,Taipei,121.573321018,25.0672275825,Taipei:geo07,0,0.1,-0.1,10,2
topology:number_band:B2,Taipei:15142,Taipei:15142:151420:0:23a0eff3c5cc7202,42,Taipei,121.531363762,25.0711411557,Taipei:geo05,0.1,0.3,-0.2,10,1
topology:number_band:B2,Taipei:15143,Taipei:15143:151430:0:f3a5c87352e2b083,256,Taipei,121.57572331,25.0773073023,Taipei:geo07,0.366666666667,0.4,-0.0333333333333,10,3
topology:number_band:B2,Taipei:15151,Taipei:15151:151510:0:a7ef76ee4536c385,308,Taipei,121.481123325,25.1334930783,Taipei:geo02,0.2,0.1,0.1,10,1
topology:number_band:B2,Taipei:15161,Taipei:15161:151610:0:fb7bb192dd7df55d,676,Taipei,121.548117975,25.01635116,Taipei:geo06,0.2,0.3,-0.1,10,1
topology:number_band:B2,Taipei:15162,Taipei:15162:15162:0:7ffe83b1fcddb62a,282,Taipei,121.55831306,25.0222879301,Taipei:geo06,0.3,0.6,-0.3,10,2
topology:number_band:B2,Taipei:15164,Taipei:15164:15164:0:66922c465547e92f,530,Taipei,121.557890615,24.9985629757,Taipei:geo06,0,0,0,10,1
topology:number_band:B2,Taipei:15171,Taipei:15171:151710:0:1a95e85cedf5c95e,902,Taipei,121.547763632,25.0729963448,Taipei:geo05,0.3,0,0.3,10,1
topology:number_band:B2,Taipei:15172,Taipei:15172:151720:0:e6239f94b8a199d9,556,Taipei,121.558910231,25.0506374787,Taipei:geo04,0,0,0,10,1
